@RELATION "Sound_Gestures: -C 2"

@ATTRIBUTE gesture {tap, slap, stroke, tickle, rub, scratch}
@ATTRIBUTE place {left_arm, right_arm, belly}
@ATTRIBUTE pitchFFT_1 REAL
@ATTRIBUTE pitchFFTMin_1 REAL
@ATTRIBUTE pitchFFTMax_1 REAL
@ATTRIBUTE pitchFFTDif_1 REAL
@ATTRIBUTE pitchAutocorrelation_1 REAL
@ATTRIBUTE pitchAutocorrelationMin_1 REAL
@ATTRIBUTE pitchAutocorrelationMax_1 REAL
@ATTRIBUTE pitchAutocorrelationDif_1 REAL
@ATTRIBUTE pitchWavelet_1 REAL
@ATTRIBUTE pitchWaveletMin_1 REAL
@ATTRIBUTE pitchWaveletMax_1 REAL
@ATTRIBUTE pitchWaveletDif_1 REAL
@ATTRIBUTE centroide_1 REAL
@ATTRIBUTE centroideMin_1 REAL
@ATTRIBUTE centroideMax_1 REAL
@ATTRIBUTE centroideDif_1 REAL
@ATTRIBUTE rollOff_1 REAL
@ATTRIBUTE rollOffMin_1 REAL
@ATTRIBUTE rollOffMax_1 REAL
@ATTRIBUTE rollOffDif_1 REAL
@ATTRIBUTE ganancia_1 REAL
@ATTRIBUTE flux_1 REAL
@ATTRIBUTE fluxMin_1 REAL
@ATTRIBUTE fluxMax_1 REAL
@ATTRIBUTE fluxDif_1 REAL
@ATTRIBUTE SNR_1 REAL
@ATTRIBUTE SNRMax_1 REAL
@ATTRIBUTE zeroXMean_1 REAL
@ATTRIBUTE ZCRmin_1 REAL
@ATTRIBUTE ZCRmax_1 REAL
@ATTRIBUTE ZCRmax_minus_ZCRmin_1 REAL
@ATTRIBUTE numWordsMinute_1 REAL
@ATTRIBUTE duration_1 REAL
@ATTRIBUTE pitchFFT_2 REAL
@ATTRIBUTE pitchFFTMin_2 REAL
@ATTRIBUTE pitchFFTMax_2 REAL
@ATTRIBUTE pitchFFTDif_2 REAL
@ATTRIBUTE pitchAutocorrelation_2 REAL
@ATTRIBUTE pitchAutocorrelationMin_2 REAL
@ATTRIBUTE pitchAutocorrelationMax_2 REAL
@ATTRIBUTE pitchAutocorrelationDif_2 REAL
@ATTRIBUTE pitchWavelet_2 REAL
@ATTRIBUTE pitchWaveletMin_2 REAL
@ATTRIBUTE pitchWaveletMax_2 REAL
@ATTRIBUTE pitchWaveletDif_2 REAL
@ATTRIBUTE centroide_2 REAL
@ATTRIBUTE centroideMin_2 REAL
@ATTRIBUTE centroideMax_2 REAL
@ATTRIBUTE centroideDif_2 REAL
@ATTRIBUTE rollOff_2 REAL
@ATTRIBUTE rollOffMin_2 REAL
@ATTRIBUTE rollOffMax_2 REAL
@ATTRIBUTE rollOffDif_2 REAL
@ATTRIBUTE ganancia_2 REAL
@ATTRIBUTE flux_2 REAL
@ATTRIBUTE fluxMin_2 REAL
@ATTRIBUTE fluxMax_2 REAL
@ATTRIBUTE fluxDif_2 REAL
@ATTRIBUTE SNR_2 REAL
@ATTRIBUTE SNRMax_2 REAL
@ATTRIBUTE zeroXMean_2 REAL
@ATTRIBUTE ZCRmin_2 REAL
@ATTRIBUTE ZCRmax_2 REAL
@ATTRIBUTE ZCRmax_minus_ZCRmin_2 REAL
@ATTRIBUTE numWordsMinute_2 REAL
@ATTRIBUTE duration_2 REAL
@ATTRIBUTE pitchFFT_3 REAL
@ATTRIBUTE pitchFFTMin_3 REAL
@ATTRIBUTE pitchFFTMax_3 REAL
@ATTRIBUTE pitchFFTDif_3 REAL
@ATTRIBUTE pitchAutocorrelation_3 REAL
@ATTRIBUTE pitchAutocorrelationMin_3 REAL
@ATTRIBUTE pitchAutocorrelationMax_3 REAL
@ATTRIBUTE pitchAutocorrelationDif_3 REAL
@ATTRIBUTE pitchWavelet_3 REAL
@ATTRIBUTE pitchWaveletMin_3 REAL
@ATTRIBUTE pitchWaveletMax_3 REAL
@ATTRIBUTE pitchWaveletDif_3 REAL
@ATTRIBUTE centroide_3 REAL
@ATTRIBUTE centroideMin_3 REAL
@ATTRIBUTE centroideMax_3 REAL
@ATTRIBUTE centroideDif_3 REAL
@ATTRIBUTE rollOff_3 REAL
@ATTRIBUTE rollOffMin_3 REAL
@ATTRIBUTE rollOffMax_3 REAL
@ATTRIBUTE rollOffDif_3 REAL
@ATTRIBUTE ganancia_3 REAL
@ATTRIBUTE flux_3 REAL
@ATTRIBUTE fluxMin_3 REAL
@ATTRIBUTE fluxMax_3 REAL
@ATTRIBUTE fluxDif_3 REAL
@ATTRIBUTE SNR_3 REAL
@ATTRIBUTE SNRMax_3 REAL
@ATTRIBUTE zeroXMean_3 REAL
@ATTRIBUTE ZCRmin_3 REAL
@ATTRIBUTE ZCRmax_3 REAL
@ATTRIBUTE ZCRmax_minus_ZCRmin_3 REAL
@ATTRIBUTE numWordsMinute_3 REAL
@ATTRIBUTE duration_3 REAL
@ATTRIBUTE pitchFFT_4 REAL
@ATTRIBUTE pitchFFTMin_4 REAL
@ATTRIBUTE pitchFFTMax_4 REAL
@ATTRIBUTE pitchFFTDif_4 REAL
@ATTRIBUTE pitchAutocorrelation_4 REAL
@ATTRIBUTE pitchAutocorrelationMin_4 REAL
@ATTRIBUTE pitchAutocorrelationMax_4 REAL
@ATTRIBUTE pitchAutocorrelationDif_4 REAL
@ATTRIBUTE pitchWavelet_4 REAL
@ATTRIBUTE pitchWaveletMin_4 REAL
@ATTRIBUTE pitchWaveletMax_4 REAL
@ATTRIBUTE pitchWaveletDif_4 REAL
@ATTRIBUTE centroide_4 REAL
@ATTRIBUTE centroideMin_4 REAL
@ATTRIBUTE centroideMax_4 REAL
@ATTRIBUTE centroideDif_4 REAL
@ATTRIBUTE rollOff_4 REAL
@ATTRIBUTE rollOffMin_4 REAL
@ATTRIBUTE rollOffMax_4 REAL
@ATTRIBUTE rollOffDif_4 REAL
@ATTRIBUTE ganancia_4 REAL
@ATTRIBUTE flux_4 REAL
@ATTRIBUTE fluxMin_4 REAL
@ATTRIBUTE fluxMax_4 REAL
@ATTRIBUTE fluxDif_4 REAL
@ATTRIBUTE SNR_4 REAL
@ATTRIBUTE SNRMax_4 REAL
@ATTRIBUTE zeroXMean_4 REAL
@ATTRIBUTE ZCRmin_4 REAL
@ATTRIBUTE ZCRmax_4 REAL
@ATTRIBUTE ZCRmax_minus_ZCRmin_4 REAL
@ATTRIBUTE numWordsMinute_4 REAL
@ATTRIBUTE duration_4 REAL

@DATA
rub,left_arm,1680.99,750.0,3000.0,2250.0,2150.58,800.0,3428.57,2628.57,9.45721,0.0,369.231,369.231,3087.99,1979.62,3855.77,1876.16,2283.85,937.5,2906.25,1968.75,0.019817,0.661596,0.480131,0.929391,0.44926,56.7806,241.517,49.0972,21.0,73.0,52.0,549.525,982.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,187.5,750.0,562.5,666.187,444.444,1043.48,599.034,0.0,0.0,0.0,0.0,2100.47,1848.68,2489.8,641.118,1000.0,468.75,1500.0,1031.25,0.00518,0.671157,0.316903,1.00845,0.691545,20.2807,27.8973,18.3333,17.0,20.0,3.0,4090.91,44.0,1593.75,1406.25,1687.5,281.25,1473.8,393.443,2181.82,1788.38,0.0,0.0,0.0,0.0,1637.02,1227.69,1874.79,647.102,968.75,93.75,1500.0,1406.25,0.00561,0.755991,0.358784,1.07484,0.716057,20.731,30.4116,23.0,7.0,36.0,29.0,3600.0,33.3333
scratch,left_arm,1226.092309,843.75,3497.773283,2153.12185,1687.68587,789.972237,3679.919482,2686.702621,127.77638,0.0,1071.047129,1145.828129,2836.351237,1769.074524,4834.069355,2543.928206,1938.268288,1043.603549,3064.503262,1913.754345,0.076123,0.636126,0.385748,1.013631,0.635595,185.197986,474.622194,36.136562,23.22078,61.468258,33.038483,447.770975,618.785141,851.956524,750.0,1089.005402,264.453017,1360.414877,896.846213,1721.502271,862.235769,411.355674,0.0,976.649828,1019.939789,1658.118191,1280.126506,2123.483806,323.389838,949.159499,843.75,955.252415,168.150312,0.016461,0.580378,0.277557,0.903026,0.616447,12.805221,20.748237,19.374672,18.528362,23.171135,8.997184,315.412202,324.905053,343.347051,366.457594,375.0,37.899105,467.63899,405.613843,575.934636,90.46116,65.473088,0.0,185.153785,43.363855,1421.348841,1088.737701,1501.567172,355.907066,356.820436,357.276594,375.0,35.713841,0.006792,0.401176,0.223962,1.109315,0.773772,16.989868,20.329894,8.897408,6.405334,10.269884,2.704533,3704.755495,60.738289,1288.207594,1040.086538,1696.994565,819.813991,1794.079804,1142.86,2637.684277,1285.194052,416.624685,0.0,1299.739896,1304.464181,1683.402148,1435.793655,2076.283125,770.292282,1303.12,1165.045313,1509.667044,281.309502,0.007145,0.632739,0.304078,0.915479,0.472922,11.677364,19.420715,28.990137,25.686731,31.985983,6.706647,824.633159,373.789049
scratch,right_arm,904.891,750.0,1125.0,375.0,1400.07,648.649,1846.15,1197.51,383.679,0.0,1043.48,1043.48,1863.06,1241.63,2862.18,1620.55,926.63,750.0,1031.25,281.25,0.013933,0.517589,0.205779,1.06445,0.858668,34.7198,100.083,20.9275,16.0,34.0,18.0,467.532,1026.67,1651.83,750.0,2250.0,1500.0,2127.73,600.0,3428.57,2828.57,176.788,0.0,1699.11,1699.11,2760.0,1764.7,4216.52,2451.82,1908.63,1031.25,2718.75,1687.5,0.132798,0.593504,0.347398,0.945322,0.597924,241.365,585.425,39.6739,26.0,49.0,23.0,173.522,1037.33,260.417,93.75,375.0,281.25,410.665,380.952,521.739,140.787,25.5996,0.0,335.664,335.664,1670.77,837.932,2312.97,1475.03,304.167,187.5,468.75,281.25,0.003784,0.366851,0.081947,0.925113,0.843166,19.5365,55.6348,7.93333,3.0,16.0,13.0,784.182,994.667,1687.5,187.5,1875.0,1687.5,1362.88,380.952,2400.0,2019.05,59.2113,0.0,626.087,626.087,1819.16,1491.29,2234.75,743.457,1364.06,281.25,1781.25,1500.0,0.005023,0.692682,0.396823,1.16838,0.771557,15.2459,25.4182,30.3,12.0,38.0,26.0,417.772,1005.33
stroke,belly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4411.465245,1723.731006,4742.09668,2695.161281,1974.701713,503.307966,4723.706473,4746.787301,17.414431,0.0,105.591735,219.994133,3364.076768,3252.286264,3518.116182,1686.027163,3336.779521,1120.267751,3624.842899,2286.902115,0.00599,0.567549,0.430839,0.712851,0.157914,11.321268,10.923161,60.534421,34.546454,84.636197,22.858272,1471.635536,310.614977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tickle,right_arm,968.437995,728.500804,1348.211726,657.015183,1354.256067,437.339701,2086.31934,1858.937193,206.565569,0.0,1018.867328,1075.494305,2249.906116,1231.497919,3408.113052,2196.07303,985.682403,605.795767,1312.5,599.42189,0.009366,0.532385,0.248558,0.969311,0.715005,37.778393,127.050566,25.559255,16.0,63.621273,98.204493,438.848179,5431.803504,1567.753954,355.205853,2669.978944,2849.931849,2183.327124,391.672828,3489.598531,3106.131742,182.96517,0.0,1967.170524,1935.476703,2681.155049,1526.415063,5708.228916,4000.803813,1874.905175,1116.701845,3103.425906,2383.215871,0.084826,0.651973,0.263231,1.191201,0.925103,332.47317,1256.465658,38.90428,13.936494,132.078799,161.026688,178.996351,3239.588199,249.087837,127.83277,375.0,231.529785,416.527579,380.952,611.286189,234.122686,19.184829,0.0,387.195993,364.523289,1913.665041,981.428176,2597.278479,2029.479877,300.198579,183.147577,451.964076,259.548859,0.003608,0.461383,0.118947,0.927412,0.669132,19.915946,59.970646,8.187623,2.299371,24.381804,25.442903,763.015108,6195.747737,1634.426604,277.118502,2141.716233,1528.770273,1711.264868,388.409833,2666.67,2275.093354,50.011779,0.0,590.008288,802.907074,2010.639253,1665.18401,2494.639441,832.060518,1716.580221,1365.794381,1892.17759,578.742297,0.006823,0.579822,0.358546,0.973077,0.637467,9.822225,15.546879,35.986285,26.99734,43.090092,24.445013,273.959687,2244.08318
tap,right_arm,1000.0,843.75,1125.0,281.25,1559.83,1333.33,1846.15,512.82,338.624,0.0,1015.87,1015.87,1559.88,1317.49,2044.63,727.148,1125.0,1031.25,1218.75,187.5,0.160621,0.639997,0.479008,0.880287,0.401278,602.239,1024.15,48.0,21.0,97.0,76.0,2500.0,24.0,1906.25,1781.25,1968.75,187.5,893.052,393.443,1600.0,1206.56,0.0,0.0,0.0,0.0,3842.8,2491.0,6179.49,3688.49,2281.25,1968.75,2906.25,937.5,0.11909,0.713089,0.58847,0.948517,0.360047,746.301,1269.15,78.6667,37.0,162.0,125.0,2500.0,24.0,187.5,187.5,187.5,0.0,380.952,380.952,380.952,0.0,0.0,0.0,0.0,0.0,1000.32,544.74,1735.95,1191.21,187.5,187.5,187.5,0.0,0.033495,0.59274,0.381789,0.715316,0.333527,169.641,280.549,4.33333,2.0,6.0,4.0,2500.0,24.0,1812.5,1593.75,2250.0,656.25,1549.21,1333.33,1714.29,380.952,0.0,0.0,0.0,0.0,2085.74,1582.37,2686.84,1104.47,1750.0,1593.75,2062.5,468.75,0.076605,0.719268,0.49187,0.837135,0.345265,522.071,642.845,41.6667,37.0,49.0,12.0,2500.0,24.0
scratch,left_arm,1213.57,750.0,2625.0,1875.0,1705.41,615.385,3428.57,2813.19,176.271,0.0,1136.09,1136.09,2867.9,1700.09,4145.29,2445.2,2056.75,937.5,3562.5,2625.0,0.104011,0.627567,0.275394,1.02896,0.753561,444.727,1106.11,39.411,25.0,73.0,48.0,134.529,1784.0,872.768,750.0,1218.75,468.75,1319.63,648.649,1846.15,1197.51,353.538,0.0,1000.0,1000.0,1549.14,1121.08,2223.2,1102.11,914.062,750.0,1125.0,375.0,0.015107,0.505133,0.19928,0.845421,0.646141,27.7684,63.8548,20.0833,15.0,29.0,14.0,551.302,1741.33,347.222,187.5,375.0,187.5,504.611,380.952,685.714,304.762,88.7309,0.0,400.0,400.0,1141.22,843.241,1357.78,514.543,350.694,281.25,375.0,93.75,0.007607,0.381552,0.103718,0.755553,0.651835,10.1358,18.1563,8.37037,4.0,16.0,12.0,573.771,1464.0,1099.58,750.0,1875.0,1125.0,1414.1,631.579,3000.0,2368.42,141.87,0.0,1237.11,1237.11,1585.51,1404.54,1839.59,435.05,1229.87,937.5,1500.0,562.5,0.007263,0.59677,0.387162,0.915353,0.528191,12.9736,25.0965,27.0508,20.0,36.0,16.0,513.866,1634.67
rub,left_arm,1756.426327,843.75,3598.005834,2372.616648,2290.409131,624.473453,3679.919482,2553.751088,28.857894,0.0,505.657737,491.772803,2994.458964,1977.479997,3530.374806,1782.775502,2252.05649,1125.0,3228.76631,1878.135863,0.040777,0.666994,0.391433,0.960662,0.561828,185.308877,595.854501,48.73713,23.77922,71.978839,45.122395,368.752736,1163.582177,845.952813,1103.70576,1356.02161,0.0,1818.667,2140.897391,1199.687402,0.0,0.0,0.0,0.0,0.0,2181.749302,1919.870237,2407.601558,0.0,1329.213451,1672.49599,1079.519323,0.0,0.00565,0.536946,1.071676,0.638395,0.0,8.392024,8.310914,23.616662,28.603994,25.653609,0.0,22500.0,2.66667,126.611794,17.084812,12.018616,0.0,260.497929,232.980942,311.90165,0.0,0.0,0.0,0.0,0.0,486.509874,1116.385294,909.800968,62.800097,181.791766,35.446812,52.014543,35.713841,0.002817,0.630218,0.180914,0.068711,0.073249,7.171891,5.185247,2.667391,4.324443,5.079537,1.62272,172.130968,182.508682,793.648805,452.871797,1602.048912,139.627983,426.223805,265.467733,1944.666848,186.736655,0.0,0.0,0.0,0.0,1104.484807,652.23048,1082.492816,201.046612,1021.333112,40.045313,1007.720084,1124.761992,0.000256,0.054465,0.332877,0.4344,0.374012,9.626767,4.853004,19.693605,6.45178,35.49538,22.169076,101.333128,14.426409
tap,belly,1125.0,1125.0,1125.0,0.0,1846.15,1846.15,1846.15,0.0,983.607,983.607,983.607,0.0,2498.21,2498.21,2498.21,0.0,1125.0,1125.0,1125.0,0.0,0.014927,0.596742,0.596742,0.596742,0.0,39.0706,39.0706,26.0,26.0,26.0,0.0,22500.0,2.66667,1406.25,1406.25,1406.25,0.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,2553.17,2553.17,2553.17,0.0,1687.5,1687.5,1687.5,0.0,0.003994,0.762091,0.762091,0.762091,0.0,20.0246,20.0246,37.0,37.0,37.0,0.0,22500.0,2.66667,187.5,93.75,375.0,281.25,396.063,380.952,413.793,32.8407,0.0,0.0,0.0,0.0,1717.93,754.988,3254.88,2499.89,875.0,93.75,2437.5,2343.75,0.017414,0.655671,0.353399,1.14277,0.78937,40.1698,60.4866,13.0,0.0,30.0,30.0,2500.0,24.0,1718.75,1687.5,1781.25,93.75,1875.6,1263.16,2181.82,918.66,0.0,0.0,0.0,0.0,2695.99,1947.87,3351.89,1404.02,2156.25,1687.5,2531.25,843.75,0.008795,0.701055,0.679283,0.738377,0.059094,46.4928,84.3017,38.3333,33.0,43.0,10.0,2500.0,24.0
rub,right_arm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796.11,1406.25,2718.75,1312.5,2461.38,1333.33,3428.57,2095.24,2.50156,0.0,205.128,205.128,3155.73,2660.44,4257.51,1597.08,2354.04,1968.75,4031.25,2062.5,0.042654,0.659256,0.32233,0.908075,0.585745,132.218,361.269,49.2683,39.0,74.0,35.0,304.878,984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scratch,belly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.5,187.5,187.5,0.0,510.638,510.638,510.638,0.0,0.0,0.0,0.0,0.0,1831.51,1831.51,1831.51,0.0,281.25,281.25,281.25,0.0,0.00588,1.25891,1.25891,1.25891,0.0,13.0645,13.0645,21.0,21.0,21.0,0.0,22500.0,2.66667,261.161,187.5,375.0,187.5,423.724,380.952,510.638,129.686,0.0,0.0,0.0,0.0,1405.92,861.803,1974.88,1113.08,435.268,281.25,656.25,375.0,0.016355,0.573046,0.292855,0.988362,0.695507,9.01989,29.1443,13.1429,6.0,22.0,16.0,597.345,301.333,187.5,187.5,187.5,0.0,453.476,436.364,470.588,34.2246,0.0,0.0,0.0,0.0,1008.59,767.045,1250.14,483.092,187.5,187.5,187.5,0.0,0.014224,0.668417,0.202173,1.13466,0.932489,21.1447,28.4378,9.5,7.0,12.0,5.0,4500.0,13.3333
tap,right_arm,1031.25,937.5,1131.16329,278.543864,1279.55143,728.025594,1670.736368,1050.577271,13.699663,0.0,121.345078,105.196523,1704.761378,1303.239739,2041.768027,797.447427,1040.366358,937.5,1128.755694,188.081995,0.034385,0.660591,0.499099,0.811399,0.455677,56.118886,139.702416,27.842883,23.666382,54.164044,34.503684,1896.680251,43.118678,1763.022299,1430.214211,2033.240149,524.586934,1293.44958,750.425935,2666.67,1795.390477,0.0,0.0,0.0,0.0,2290.305894,1516.647853,2981.868808,1455.845199,1686.680154,875.409234,2292.055751,1673.344834,0.05505,0.826498,0.531521,1.086392,0.579748,145.854731,515.230876,44.082804,19.88204,113.824912,40.813921,1686.00095,61.635579,261.41258,187.5,291.187695,116.984818,398.090312,380.952,421.685369,15.175462,0.0,0.0,0.0,0.0,779.128078,647.236106,968.013124,593.717859,270.054727,187.5,282.459925,144.300481,0.011196,0.549855,0.277757,0.851723,0.58093,43.912347,66.502113,5.764766,5.0,7.088437,3.931552,2297.189058,27.465452,708.651096,93.75,1872.258702,1708.706092,876.425735,426.197921,2344.070161,1885.372878,39.687744,0.0,26.818121,52.114967,1841.575175,1229.123374,2520.606879,1312.221636,1259.796681,371.414343,1837.849912,1500.897145,0.010692,0.626411,0.43232,1.064627,0.415555,30.99486,51.797859,29.324583,8.766784,55.79507,40.969536,1211.495776,53.662345
slap,belly,1015.62,843.75,1312.5,468.75,1399.31,1200.0,1714.29,514.286,76.1905,0.0,914.286,914.286,2115.46,1565.37,2606.89,1041.53,1132.81,937.5,1312.5,375.0,0.018717,0.594886,0.255847,0.912224,0.656377,58.7049,287.564,27.75,18.0,43.0,25.0,978.261,184.0,2071.88,1218.75,3281.25,2062.5,1827.4,558.14,2400.0,1841.86,0.0,0.0,0.0,0.0,2392.25,1795.65,3300.47,1504.82,1846.88,1125.0,3093.75,1968.75,0.005934,0.870926,0.38579,1.17654,0.790747,27.8962,80.0075,37.2,21.0,56.0,35.0,1209.68,248.0,569.444,187.5,4687.5,4500.0,582.227,380.952,3428.57,3047.62,0.0,0.0,0.0,0.0,2556.53,776.978,3590.35,2813.37,1565.97,93.75,3468.75,3375.0,0.008175,0.6135,0.272827,1.18513,0.912302,45.0238,200.727,35.1111,3.0,75.0,72.0,412.844,290.667,1664.06,93.75,5812.5,5718.75,1216.23,380.952,2400.0,2019.05,0.0,0.0,0.0,0.0,2420.15,1716.6,4138.7,2422.11,1746.09,187.5,4218.75,4031.25,0.01045,0.789198,0.34258,1.11522,0.772639,55.8244,306.77,29.9375,9.0,56.0,47.0,927.835,258.667
rub,left_arm,1728.52,843.75,4406.25,3562.5,2207.28,393.443,4000.0,3606.56,2.1097,0.0,202.532,202.532,3428.98,1657.55,4272.96,2615.41,2667.97,1218.75,3937.5,2718.75,0.019728,0.654338,0.394733,1.03053,0.635799,110.508,314.348,58.4271,22.0,139.0,117.0,204.082,1176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.5,187.5,187.5,0.0,380.952,380.952,380.952,0.0,0.0,0.0,0.0,0.0,1486.75,1486.75,1486.75,0.0,281.25,281.25,281.25,0.0,0.003893,0.397269,0.397269,0.397269,0.0,17.7244,17.7244,17.0,17.0,17.0,0.0,22500.0,2.66667,1593.75,1593.75,1593.75,0.0,1654.26,380.952,2400.0,2019.05,0.0,0.0,0.0,0.0,2298.0,1823.68,2598.64,774.965,1093.75,93.75,1687.5,1593.75,0.008677,1.04108,0.455283,1.34282,0.887533,31.3871,61.8871,25.0,1.0,38.0,37.0,189.076,952.0
tap,left_arm,696.299231,709.00289,1391.591444,1346.85515,1499.99125,386.062128,2132.305999,2612.859017,172.40338,0.0,886.601668,459.426068,2407.250092,1344.871791,3191.758369,1934.337165,1527.631183,462.099004,2619.346509,2156.25,0.06302,0.876894,0.61389,1.011253,0.59204,205.369055,999.266427,30.243856,6.634619,78.973892,63.179887,884.895806,79.152894,613.300161,93.75,1466.590909,1256.098363,675.7002,391.764387,1261.286986,1011.971061,45.287396,0.0,0.762356,246.803376,1870.009936,1387.58138,2546.691702,764.160483,938.478846,258.603927,1379.806572,1195.470948,0.011307,0.862489,0.597333,1.152555,0.596452,41.253431,85.42769,31.969481,17.0,38.335113,12.877918,1730.77,34.6667,168.937902,176.162039,187.5,62.175187,423.017468,389.88757,440.209721,33.85016,57.539688,0.0,137.448498,122.657475,950.801477,776.283188,1287.541116,338.841957,228.02829,187.5,329.581832,67.216469,0.019076,0.523511,0.425603,0.63214,0.263258,82.692281,74.424269,9.543836,5.562298,10.74425,3.667483,2896.118551,23.17572,1477.737008,315.523177,1889.132238,1459.540303,1123.319811,380.952,2666.67,2285.71,0.0,0.0,0.0,0.0,1981.012184,1491.401937,2539.004468,1043.643546,1080.412853,331.805268,1968.75,1366.048592,0.008138,0.743117,0.373815,1.056279,0.234315,22.279779,48.008085,27.717713,11.334314,39.422333,30.871893,1896.735565,92.458146
tickle,belly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.111,93.75,375.0,281.25,404.029,380.952,470.588,89.6359,0.0,0.0,0.0,0.0,2114.97,1558.27,2802.86,1244.59,302.083,93.75,1593.75,1500.0,0.003967,0.496067,0.051046,1.08408,1.03304,17.8746,30.5258,11.0,0.0,28.0,28.0,500.0,1560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tickle,right_arm,1203.65,93.75,4500.0,4406.25,1497.27,380.952,3428.57,3047.62,31.6689,0.0,1200.0,1200.0,2651.39,1344.54,4530.6,3186.06,1796.35,375.0,4312.5,3937.5,0.020172,0.77555,0.235949,1.2808,1.04485,74.434,515.097,39.7966,8.0,198.0,190.0,502.959,4056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.327,93.75,375.0,281.25,398.874,380.952,533.333,152.381,0.0,0.0,0.0,0.0,1611.69,832.113,2226.79,1394.67,208.546,93.75,281.25,187.5,0.003898,0.432321,0.135316,0.840514,0.705198,19.5588,49.5445,8.67347,1.0,38.0,37.0,358.509,4184.0,952.303,93.75,1968.75,1875.0,667.983,380.952,2000.0,1619.05,0.0,0.0,0.0,0.0,1910.06,1203.51,3261.82,2058.3,1218.75,281.25,2156.25,1875.0,0.004135,0.689648,0.289956,1.06958,0.779623,17.4164,36.2618,24.8421,6.0,48.0,42.0,221.311,4066.67
